date,lag,corr,p_val,regime
2025-01-14T00:00:00,1,0.22973401603750632,1.0,High-Vol
2025-01-15T00:00:00,1,0.24676727010385155,0.7716190566393095,High-Vol
2025-01-16T00:00:00,1,0.25164120983058674,0.7058917922674954,High-Vol
2025-01-17T00:00:00,1,0.26403894010757645,0.5588451473392184,High-Vol
2025-01-22T00:00:00,1,0.28273940274101145,0.38511571056778715,High-Vol
2025-01-23T00:00:00,1,0.2803642870484116,0.40431730839288615,High-Vol
2025-01-24T00:00:00,1,0.28515729216465396,0.36635209090608867,High-Vol
2025-01-28T00:00:00,1,0.3075682607209615,0.22590439900703085,High-Vol
2025-01-29T00:00:00,1,0.2732051628611178,0.46704869912471536,High-Vol
2025-01-30T00:00:00,1,0.26709373243404005,0.5267449129515644,High-Vol
2025-01-31T00:00:00,1,0.28216553712468456,0.38968432448426227,High-Vol
2025-02-04T00:00:00,1,0.27669228579535937,0.4355597042872885,High-Vol
2025-02-05T00:00:00,1,0.2829008724481357,0.38383827603188325,Low-Vol
2025-02-06T00:00:00,1,0.28526948449329975,0.36550024151457094,Low-Vol
2025-02-07T00:00:00,1,0.27858007958955244,0.41925769729018025,Low-Vol
2025-02-11T00:00:00,1,0.3295988211441107,0.13524472690285938,Low-Vol
2025-02-12T00:00:00,1,0.33322251853070584,0.12383443106206071,Low-Vol
2025-02-13T00:00:00,1,0.3408872810086324,0.1024012884564327,Low-Vol
2025-02-14T00:00:00,1,0.25604580689539647,0.6504439331977165,Low-Vol
2025-02-19T00:00:00,1,0.2550986746328646,0.6620594062103697,Low-Vol
2025-02-20T00:00:00,1,0.2415224884077425,0.8477293764285418,Low-Vol
2025-02-21T00:00:00,1,0.23595739639784788,0.9348998762117791,Low-Vol
2025-02-25T00:00:00,1,0.254237395394194,0.6727669988531768,Low-Vol
2025-02-26T00:00:00,1,0.24195544052003992,0.8412286163435987,Low-Vol
2025-02-27T00:00:00,-6,-0.31736899270855273,0.24568450618739957,Low-Vol
2025-02-28T00:00:00,-6,-0.3206132331144789,0.22918042887244527,Low-Vol
2025-03-04T00:00:00,4,0.2616953034555237,0.6644509210542029,Low-Vol
2025-03-05T00:00:00,4,0.2421286178945603,0.9374050674387027,Low-Vol
2025-03-06T00:00:00,3,-0.17708569915103908,1.0,High-Vol
2025-03-07T00:00:00,3,-0.25597950514980566,0.7068732153473889,High-Vol
2025-03-11T00:00:00,3,-0.22292546823244394,1.0,High-Vol
2025-03-12T00:00:00,3,-0.22780935699296995,1.0,High-Vol
2025-03-13T00:00:00,3,-0.22204733409089877,1.0,High-Vol
2025-03-14T00:00:00,3,-0.21286081280319566,1.0,High-Vol
2025-03-18T00:00:00,3,-0.21175481967231935,1.0,High-Vol
2025-03-19T00:00:00,3,-0.1910573028048532,1.0,High-Vol
2025-03-20T00:00:00,3,-0.18777496224631574,1.0,High-Vol
2025-03-21T00:00:00,3,-0.18616291714435185,1.0,High-Vol
